00000126, BMU_checkFailed, BSPD_FAILED
00003B89, IVT_MsgID_RX, 0
00003B89, IVT_MsgCount, 14
00003B89, IVT_Result_state, 0
00003B89, IVT_I, 0.0
00003B89, IVT_MsgID_RX, 7
00003B89, IVT_MsgCount, 15
00003B89, IVT_Result_state, 0
00003B89, IVT_Wh, 0
00003BB8, VCU_wheelSpeed_RL, 0.0
00003BB8, VCU_wheelSpeed_RR, 0.0
00003BB9, RLSpeedKPH, 0.0
00003BB9, RRSpeedKPH, 0.0
00003BB9, FLSpeedKPH, 0.0
00003BB9, FRSpeedKPH, 0.0
00003BB9, TCTorqueMax, 3.392
00003BB9, TCLeftSlip, -0.999
00003BB9, TCRightSlip, -0.999
00003BB9, TCTorqueAdjustment, 0.0
00003BB9, VoltageCellMuxSelect, 23
00003BB9, VoltageCell70, 3.4175
00003BB9, VoltageCell71, 3.1945
00003BB9, VoltageCell72, 3.1727000000000003
00003BBA, AdjustedVoltageCellMuxSelect, 23
00003BBA, AdjustedVoltageCell70, 3.4174
00003BBA, AdjustedVoltageCell71, 3.1937
00003BBA, AdjustedVoltageCell72, 3.1726
00003BBA, IVT_MsgID_RX, 0
00003BBA, IVT_MsgCount, 15
00003BBA, IVT_Result_state, 0
00003BBA, IVT_I, -0.001
00003BBA, TempChannelMuxSelect, 23
00003BBA, TempChannel70, 24.730000000000004
00003BBA, TempChannel71, 25.11
00003BBA, TempChannel72, 24.200000000000003
00003BBA, ChannelCurrentRadiator, 0.187
00003BBA, ChannelCurrentAccFan, 0.187
00003BBA, ChannelCurrentPump1, 0.0
00003BBA, ChannelCurrentPump2, 0.228
00003BBA, ChannelCurrentAUX1, 0.0
00003BBA, ChannelCurrentAUX2, 0.187
00003BBA, ChannelCurrentAUX3, 0.0
00003BBA, ChannelCurrentAUX4, 0.187
00003BBA, ChannelCurrentBMU, 0.537
00003BBA, ChannelCurrentCDU, 0.523
00003BBA, ChannelCurrentTCU, 0.375
00003BBA, ChannelCurrentWSB, 0.375
00003BBA, ChannelCurrentBrakeLight, 0.0
00003BBA, ChannelCurrentInverter, 0.0
00003BBA, IVT_MsgID_RX, 1
00003BBA, IVT_MsgCount, 0
00003BBA, IVT_Result_state, 0
00003BBA, IVT_U1, -0.024
00003BBA, IVT_MsgID_RX, 2
00003BBA, IVT_MsgCount, 0
00003BBA, IVT_Result_state, 0
00003BBA, IVT_U2, 0.054
00003BBB, IVT_MsgID_RX, 3
00003BBB, IVT_MsgCount, 0
00003BBB, IVT_Result_state, 0
00003BBB, IVT_U3, 0.022
00003BBB, IVT_MsgID_RX, 7
00003BBB, IVT_MsgCount, 0
00003BBB, IVT_Result_state, 0
00003BBB, IVT_Wh, 0
00003BBB, VoltageBusHV, 0.0
00003BBB, VoltageCellMax, 3.5396
00003BBB, VoltageCellMin, 2.9664
00003BBB, CurrentBusHV, 0.0
00003BBD, ThrottlePercent, 0
00003BBD, BrakePercent, 9
00003BBD, brakePressure, 10
00003BBD, SteeringAngle, -58
00003BBD, BrakeWhileThrottle, 0
00003BBD, AMS_PackVoltage, 457.86
00003BBD, IVT_MsgID_RX, 0
00003BBD, IVT_MsgCount, 0
00003BBD, IVT_Result_state, 0
00003BBD, IVT_I, 0.0
00003BBE, VCU_wheelSpeed_RL, 0.0
00003BBE, VCU_wheelSpeed_RR, 0.0
00003BBE, RLSpeedKPH, 0.0
00003BBE, RRSpeedKPH, 0.0
00003BBE, FLSpeedKPH, 0.0
00003BBE, FRSpeedKPH, 0.0
00003BBE, TCTorqueMax, 3.392
00003BBE, TCLeftSlip, -0.999
00003BBE, TCRightSlip, -0.999
00003BBE, TCTorqueAdjustment, 0.0
00003BBE, StateBatteryChargeHV, 16.7
00003BBE, StateBatteryHealthHV, 0.0
00003BBE, StateBatteryPowerHV, 95.60000000000001
00003BBE, TempCellMax, 25.25
00003BBE, TempCellMin, 23.5
00003BBE, StateBMS, Wait_System_Up
00003BBE, HighestTempThermistor, 90
00003BBE, IVT_MsgID_RX, 0
00003BBE, IVT_MsgCount, 1
00003BBE, IVT_Result_state, 0
00003BBE, IVT_I, 0.004
00003BEA, IVT_MsgID_RX, 7
00003BEA, IVT_MsgCount, 1
00003BEA, IVT_Result_state, 0
00003BEA, IVT_Wh, 0
00003BEA, BMU_checkFailed, BSPD_FAILED
00003BEA, BMU_InterlockInitialized, 0
00003BEA, VoltageCellMuxSelect, 24
00003BEA, VoltageCell73, 3.1791
00003BEA, VoltageCell74, 3.177
00003BEA, VoltageCell75, 3.1815
00003BEA, AdjustedVoltageCellMuxSelect, 24
00003BEA, AdjustedVoltageCell73, 3.1791
00003BEA, AdjustedVoltageCell74, 3.177
00003BEA, AdjustedVoltageCell75, 3.1814
00003BEA, TempChannelMuxSelect, 24
00003BEA, TempChannel73, 24.320000000000007
00003BEA, TempChannel74, 24.39
00003BEA, TempChannel75, 24.320000000000007
00003BEA, IVT_MsgID_RX, 0
00003BEA, IVT_MsgCount, 2
00003BEA, IVT_Result_state, 0
00003BEA, IVT_I, 0.009000000000000001
00003BEC, VCU_wheelSpeed_RL, 0.0
00003BEC, VCU_wheelSpeed_RR, 0.0
00003BEC, RLSpeedKPH, 0.0
00003BEC, RRSpeedKPH, 0.0
00003BEC, FLSpeedKPH, 0.0
00003BEC, FRSpeedKPH, 0.0
00003BEC, TCTorqueMax, 3.392
00003BEC, TCLeftSlip, -0.999
00003BEC, TCRightSlip, -0.999
00003BEC, TCTorqueAdjustment, 0.0
00003BEC, ThrottlePercent, 0
00003BEC, BrakePercent, 9
00003BEC, brakePressure, 10
00003BEC, SteeringAngle, -58
00003BEC, BrakeWhileThrottle, 0
00003BEC, IVT_MsgID_RX, 1
00003BEC, IVT_MsgCount, 1
00003BEC, IVT_Result_state, 0
00003BEC, IVT_U1, -0.022
00003BEC, IVT_MsgID_RX, 2
00003BEC, IVT_MsgCount, 1
00003BEC, IVT_Result_state, 0
00003BEC, IVT_U2, -0.018000000000000002
00003BED, IVT_MsgID_RX, 3
00003BED, IVT_MsgCount, 1
00003BED, IVT_Result_state, 0
00003BED, IVT_U3, 0.049
00003BED, IVT_MsgID_RX, 7
00003BED, IVT_MsgCount, 2
00003BED, IVT_Result_state, 0
00003BED, IVT_Wh, 0
00003BED, IVT_MsgID_RX, 0
00003BED, IVT_MsgCount, 3
00003BED, IVT_Result_state, 0
00003BED, IVT_I, -0.004
00003BED, IMD_R_iso_corrected, 10527
00003BED, IMD_R_iso_status, 253
00003BED, IMD_R_Measurement_Counter, 15
00003BED, IMD_Faults, 0
00003BED, IMD_Device_activity, 1
00003C1C, VoltageCellMuxSelect, 25
00003C1C, VoltageCell76, 3.1611000000000002
00003C1C, VoltageCell77, 3.1913
00003C1C, VoltageCell78, 3.4221000000000004
00003C1C, VCU_wheelSpeed_RL, 0.0
00003C1C, VCU_wheelSpeed_RR, 0.0
00003C1C, AdjustedVoltageCellMuxSelect, 25
00003C1C, AdjustedVoltageCell76, 3.1611000000000002
00003C1C, AdjustedVoltageCell77, 3.1907
00003C1C, AdjustedVoltageCell78, 3.4226
00003C1C, IVT_MsgID_RX, 0
00003C1C, IVT_MsgCount, 4
00003C1C, IVT_Result_state, 0
00003C1C, IVT_I, 0.004
00003C1D, RLSpeedKPH, 0.0
00003C1D, RRSpeedKPH, 0.0
00003C1D, FLSpeedKPH, 0.0
00003C1D, FRSpeedKPH, 0.0
00003C1E, TempChannelMuxSelect, 25
00003C1E, TempChannel76, 24.760000000000005
00003C1E, TempChannel77, 24.409999999999997
00003C1E, TempChannel78, 24.790000000000006
00003C1E, TCTorqueMax, 3.392
00003C1E, TCLeftSlip, -0.999
00003C1E, TCRightSlip, -0.999
00003C1E, TCTorqueAdjustment, 0.0
00003C1E, IVT_MsgID_RX, 7
00003C1E, IVT_MsgCount, 3
00003C1E, IVT_Result_state, 0
00003C1E, IVT_Wh, 0
00003C1E, ChannelCurrentRadiator, 0.201
00003C1E, ChannelCurrentAccFan, 0.214
00003C1E, ChannelCurrentPump1, 0.0
00003C1E, ChannelCurrentPump2, 0.214
00003C1E, ChannelCurrentAUX1, 0.0
00003C1E, ChannelCurrentAUX2, 0.17400000000000002
00003C1E, ChannelCurrentAUX3, 0.0
00003C1E, ChannelCurrentAUX4, 0.201
00003C1E, ChannelCurrentBMU, 0.523
00003C1E, ChannelCurrentCDU, 0.55
00003C1E, ChannelCurrentTCU, 0.389
00003C1E, ChannelCurrentWSB, 0.402
00003C1E, ChannelCurrentBrakeLight, 0.0
00003C1E, ChannelCurrentInverter, 0.0
00003C1E, ThrottlePercent, 0
00003C1E, BrakePercent, 10
00003C1E, brakePressure, 10
00003C1E, SteeringAngle, -58
00003C1E, BrakeWhileThrottle, 0
00003C1F, IVT_MsgID_RX, 0
00003C1F, IVT_MsgCount, 5
00003C1F, IVT_Result_state, 0
00003C1F, IVT_I, 0.0
00003C1F, VoltageBusHV, 0.0
00003C1F, VoltageCellMax, 3.5396
00003C1F, VoltageCellMin, 2.9664
00003C1F, CurrentBusHV, 0.0
00003C1F, AMS_PackVoltage, 457.86
00003C1F, IVT_MsgID_RX, 1
00003C1F, IVT_MsgCount, 2
00003C1F, IVT_Result_state, 0
00003C1F, IVT_U1, 0.008
00003C1F, IVT_MsgID_RX, 2
00003C1F, IVT_MsgCount, 2
00003C1F, IVT_Result_state, 0
00003C1F, IVT_U2, 0.033
00003C1F, IVT_MsgID_RX, 3
00003C1F, IVT_MsgCount, 2
00003C1F, IVT_Result_state, 0
00003C1F, IVT_U3, 0.049
00003C21, IVT_MsgID_RX, 7
00003C21, IVT_MsgCount, 4
00003C21, IVT_Result_state, 0
00003C21, IVT_Wh, 0
00003C21, VCU_wheelSpeed_RL, 0.0
00003C21, VCU_wheelSpeed_RR, 0.0
00003C21, RLSpeedKPH, 0.0
00003C21, RRSpeedKPH, 0.0
00003C21, FLSpeedKPH, 0.0
00003C21, FRSpeedKPH, 0.0
00003C21, TCTorqueMax, 3.392
00003C21, TCLeftSlip, -0.999
00003C21, TCRightSlip, -0.999
00003C21, TCTorqueAdjustment, 0.0
00003C21, IVT_MsgID_RX, 0
00003C21, IVT_MsgCount, 6
00003C21, IVT_Result_state, 0
00003C21, IVT_I, 0.002
00003C4E, StateBatteryChargeHV, 16.7
00003C4E, StateBatteryHealthHV, 0.0
00003C4E, StateBatteryPowerHV, 95.60000000000001
00003C4E, TempCellMax, 25.25
00003C4E, TempCellMin, 23.5
00003C4E, StateBMS, Wait_System_Up
00003C4E, HighestTempThermistor, 90
00003C4E, BMU_checkFailed, BSPD_FAILED
00003C4E, BMU_InterlockInitialized, 0
00003C4E, VoltageCellMuxSelect, 26
00003C4E, VoltageCell79, 3.4147000000000003
00003C4E, VoltageCell80, 3.4201
00003C4E, VoltageCell81, 3.1985
00003C4E, AdjustedVoltageCellMuxSelect, 26
00003C4E, AdjustedVoltageCell79, 3.4147000000000003
00003C4E, AdjustedVoltageCell80, 3.4201
00003C4E, AdjustedVoltageCell81, 3.1991
00003C4E, TempChannelMuxSelect, 26
00003C4E, TempChannel79, 24.620000000000005
00003C4E, TempChannel80, 24.49000000000001
00003C4E, TempChannel81, 24.340000000000003
00003C4E, IVT_MsgID_RX, 0
00003C4E, IVT_MsgCount, 7
00003C4E, IVT_Result_state, 0
00003C4E, IVT_I, 0.0
00003C4E, IVT_MsgID_RX, 7
00003C4E, IVT_MsgCount, 5
00003C4E, IVT_Result_state, 0
00003C4E, IVT_Wh, 0
00003C4F, ThrottlePercent, 0
00003C4F, BrakePercent, 9
00003C4F, brakePressure, 10
00003C4F, SteeringAngle, -58
00003C4F, BrakeWhileThrottle, 0
00003C4F, VCU_wheelSpeed_RL, 0.0
00003C4F, VCU_wheelSpeed_RR, 0.0
00003C50, RLSpeedKPH, 0.0
00003C50, RRSpeedKPH, 0.0
00003C50, FLSpeedKPH, 0.0
00003C50, FRSpeedKPH, 0.0
00003C50, TCTorqueMax, 3.392
00003C50, TCLeftSlip, -0.999
00003C50, TCRightSlip, -0.999
00003C50, TCTorqueAdjustment, 0.0
00003C51, IVT_MsgID_RX, 0
00003C51, IVT_MsgCount, 8
00003C51, IVT_Result_state, 0
00003C51, IVT_I, 0.0
00003C51, IMD_R_iso_corrected, 10527
00003C51, IMD_R_iso_status, 253
00003C51, IMD_R_Measurement_Counter, 15
00003C51, IMD_Faults, 0
00003C51, IMD_Device_activity, 1
00003C80, IVT_MsgID_RX, 1
00003C80, IVT_MsgCount, 3
00003C80, IVT_Result_state, 0
00003C80, IVT_U1, -0.041
00003C80, IVT_MsgID_RX, 2
00003C80, IVT_MsgCount, 3
00003C80, IVT_Result_state, 0
00003C80, IVT_U2, 0.045
00003C80, IVT_MsgID_RX, 3
00003C80, IVT_MsgCount, 3
00003C80, IVT_Result_state, 0
00003C80, IVT_U3, -0.006
00003C80, IVT_MsgID_RX, 7
00003C80, IVT_MsgCount, 6
00003C80, IVT_Result_state, 0
00003C80, IVT_Wh, 0
00003C80, VoltageCellMuxSelect, 27
00003C80, VoltageCell82, 3.1768
00003C80, VoltageCell83, 3.1847000000000003
00003C80, VoltageCell84, 3.1808
00003C80, IVT_MsgID_RX, 0
00003C80, IVT_MsgCount, 9
00003C80, IVT_Result_state, 0
00003C80, IVT_I, 0.002
00003C80, AdjustedVoltageCellMuxSelect, 27
00003C80, AdjustedVoltageCell82, 3.1768
00003C80, AdjustedVoltageCell83, 3.1847000000000003
00003C80, AdjustedVoltageCell84, 3.1808
00003C80, VCU_wheelSpeed_RL, 0.0
00003C80, VCU_wheelSpeed_RR, 0.0
00003C81, TempChannelMuxSelect, 27
00003C81, TempChannel82, 24.590000000000003
00003C81, TempChannel83, 24.820000000000007
00003C81, TempChannel84, 24.42
00003C81, RLSpeedKPH, 0.0
00003C81, RRSpeedKPH, 0.0
00003C81, FLSpeedKPH, 0.0
00003C81, FRSpeedKPH, 0.0
00003C82, TCTorqueMax, 3.392
00003C82, TCLeftSlip, -0.999
00003C82, TCRightSlip, -0.999
00003C82, TCTorqueAdjustment, 0.0
00003C82, ChannelCurrentRadiator, 0.187
00003C82, ChannelCurrentAccFan, 0.201
00003C82, ChannelCurrentPump1, 0.0
00003C82, ChannelCurrentPump2, 0.214
00003C82, ChannelCurrentAUX1, 0.0
00003C82, ChannelCurrentAUX2, 0.201
00003C82, ChannelCurrentAUX3, 0.0
00003C82, ChannelCurrentAUX4, 0.187
00003C83, ChannelCurrentBMU, 0.483
00003C83, ChannelCurrentCDU, 0.55
00003C83, ChannelCurrentTCU, 0.34900000000000003
00003C83, ChannelCurrentWSB, 0.402
00003C83, ChannelCurrentBrakeLight, 0.0
00003C83, ChannelCurrentInverter, 0.0
00003C83, IVT_MsgID_RX, 0
00003C83, IVT_MsgCount, 10
00003C83, IVT_Result_state, 0
00003C83, IVT_I, 0.001
00003C83, ThrottlePercent, 0
00003C83, BrakePercent, 9
00003C83, brakePressure, 10
00003C83, SteeringAngle, -58
00003C83, BrakeWhileThrottle, 0
00003C83, IVT_MsgID_RX, 7
00003C83, IVT_MsgCount, 7
00003C83, IVT_Result_state, 0
00003C83, IVT_Wh, 0
00003C83, VoltageBusHV, 0.0
00003C83, VoltageCellMax, 3.5396
00003C83, VoltageCellMin, 2.9664
00003C83, CurrentBusHV, 0.0
00003C83, AMS_PackVoltage, 457.86
00003C84, IVT_MsgID_RX, 0
00003C84, IVT_MsgCount, 11
00003C84, IVT_Result_state, 0
00003C84, IVT_I, 0.002
00003C84, VCU_wheelSpeed_RL, 0.0
00003C84, VCU_wheelSpeed_RR, 0.0
00003C84, RLSpeedKPH, 0.0
00003C84, RRSpeedKPH, 0.0
00003C84, FLSpeedKPH, 0.0
00003C84, FRSpeedKPH, 0.0
00003CB2, TCTorqueMax, 3.392
00003CB2, TCLeftSlip, -0.999
00003CB2, TCRightSlip, -0.999
00003CB2, TCTorqueAdjustment, 0.0
00003CB2, BMU_checkFailed, BSPD_FAILED
00003CB2, BMU_InterlockInitialized, 0
00003CB3, VoltageCellMuxSelect, 28
00003CB3, VoltageCell85, 3.1835
00003CB3, VoltageCell86, 3.174
00003CB3, VoltageCell87, 3.1996
00003CB3, IVT_MsgID_RX, 1
00003CB3, IVT_MsgCount, 4
00003CB3, IVT_Result_state, 0
00003CB3, IVT_U1, 0.002
00003CB4, IVT_MsgID_RX, 2
00003CB4, IVT_MsgCount, 4
00003CB4, IVT_Result_state, 0
00003CB4, IVT_U2, -0.014
00003CB4, IVT_MsgID_RX, 3
00003CB4, IVT_MsgCount, 4
00003CB4, IVT_Result_state, 0
00003CB4, IVT_U3, -0.018000000000000002
00003CB4, IVT_MsgID_RX, 7
00003CB4, IVT_MsgCount, 8
00003CB4, IVT_Result_state, 0
00003CB4, IVT_Wh, 0
00003CB4, IVT_MsgID_RX, 0
00003CB4, IVT_MsgCount, 12
00003CB4, IVT_Result_state, 0
00003CB4, IVT_I, 0.002
00003CB4, ThrottlePercent, 0
00003CB4, BrakePercent, 10
00003CB4, brakePressure, 10
00003CB4, SteeringAngle, -58
00003CB4, BrakeWhileThrottle, 0
00003CB4, StateBatteryChargeHV, 16.7
00003CB4, StateBatteryHealthHV, 0.0
00003CB4, StateBatteryPowerHV, 95.60000000000001
00003CB4, TempCellMax, 25.25
00003CB4, TempCellMin, 23.5
00003CB4, StateBMS, Wait_System_Up
00003CB4, HighestTempThermistor, 90
00003CB4, AdjustedVoltageCellMuxSelect, 28
00003CB4, AdjustedVoltageCell85, 3.1835
00003CB4, AdjustedVoltageCell86, 3.174
00003CB4, AdjustedVoltageCell87, 3.1999
00003CB4, VCU_wheelSpeed_RL, 0.0
00003CB4, VCU_wheelSpeed_RR, 0.0
00003CB5, TempChannelMuxSelect, 28
00003CB5, TempChannel85, 24.549999999999997
00003CB5, TempChannel86, 24.269999999999996
00003CB5, TempChannel87, 24.25
00003CB5, RLSpeedKPH, 0.0
00003CB5, RRSpeedKPH, 0.0
00003CB5, FLSpeedKPH, 0.0
00003CB5, FRSpeedKPH, 0.0
00003CB5, IVT_MsgID_RX, 0
00003CB5, IVT_MsgCount, 13
00003CB5, IVT_Result_state, 0
00003CB5, IVT_I, 0.002
00003CB6, TCTorqueMax, 3.392
00003CB6, TCLeftSlip, -0.999
00003CB6, TCRightSlip, -0.999
00003CB6, TCTorqueAdjustment, 0.0
00003CB7, IVT_MsgID_RX, 7
00003CB7, IVT_MsgCount, 9
00003CB7, IVT_Result_state, 0
00003CB7, IVT_Wh, 0
00003CB7, IMD_R_iso_corrected, 10527
00003CB7, IMD_R_iso_status, 253
00003CB7, IMD_R_Measurement_Counter, 15
00003CB7, IMD_Faults, 0
00003CB7, IMD_Device_activity, 1
00003CE4, IVT_MsgID_RX, 0
00003CE4, IVT_MsgCount, 14
00003CE4, IVT_Result_state, 0
00003CE4, IVT_I, 0.001
00003CE4, VoltageCellMuxSelect, 29
00003CE4, VoltageCell88, 3.4267000000000003
00003CE4, VoltageCell89, 3.4164000000000003
00003CE4, VoltageCell90, 3.4167
00003CE4, VoltageBusLV, 12.127
00003CE4, CurrentBusLV, 0.0
00003CE4, PowerBusLV, 0
00003CE4, AdjustedVoltageCellMuxSelect, 29
00003CE4, AdjustedVoltageCell88, 3.4263000000000003
00003CE4, AdjustedVoltageCell89, 3.4164000000000003
00003CE4, AdjustedVoltageCell90, 3.4167
00003CE4, TempChannelMuxSelect, 29
00003CE4, TempChannel88, 24.519999999999996
00003CE4, TempChannel89, 24.689999999999998
00003CE4, TempChannel90, 24.460000000000008
00003CE4, VCU_wheelSpeed_RL, 0.0
00003CE4, VCU_wheelSpeed_RR, 0.0
00003CE4, IVT_MsgID_RX, 1
00003CE4, IVT_MsgCount, 5
00003CE4, IVT_Result_state, 0
00003CE4, IVT_U1, -0.002
00003CE4, IVT_MsgID_RX, 2
00003CE4, IVT_MsgCount, 5
00003CE4, IVT_Result_state, 0
00003CE4, IVT_U2, 0.002
00003CE5, IVT_MsgID_RX, 3
00003CE5, IVT_MsgCount, 5
00003CE5, IVT_Result_state, 0
00003CE5, IVT_U3, 0.041
00003CE5, RLSpeedKPH, 0.0
00003CE5, RRSpeedKPH, 0.0
00003CE5, FLSpeedKPH, 0.0
00003CE5, FRSpeedKPH, 0.0
00003CE5, IVT_MsgID_RX, 7
00003CE5, IVT_MsgCount, 10
00003CE5, IVT_Result_state, 0
00003CE5, IVT_Wh, 0
00003CE5, TCTorqueMax, 3.392
00003CE5, TCLeftSlip, -0.999
00003CE5, TCRightSlip, -0.999
00003CE5, TCTorqueAdjustment, 0.0
00003CEA, ChannelCurrentRadiator, 0.214
00003CEA, ChannelCurrentAccFan, 0.214
00003CEA, ChannelCurrentPump1, 0.0
00003CEA, ChannelCurrentPump2, 0.214
00003CEA, ChannelCurrentAUX1, 0.0
00003CEA, ChannelCurrentAUX2, 0.201
00003CEA, ChannelCurrentAUX3, 0.0
00003CEA, ChannelCurrentAUX4, 0.214
00003CEA, ChannelCurrentBrakeLight, 0.0
00003CEA, ChannelCurrentInverter, 0.0
00003CEA, ChannelCurrentBMU, 0.456
00003CEA, ChannelCurrentCDU, 0.55
00003CEA, ChannelCurrentTCU, 0.362
00003CEA, ChannelCurrentWSB, 0.389
00003CEB, IVT_MsgID_RX, 0
00003CEB, IVT_MsgCount, 15
00003CEB, IVT_Result_state, 0
00003CEB, IVT_I, 0.001
00003CEB, ThrottlePercent, 0
00003CEB, BrakePercent, 10
00003CEB, brakePressure, 10
00003CEB, SteeringAngle, -58
00003CEB, BrakeWhileThrottle, 0
00003CEB, VoltageBusHV, 0.0
00003CEB, VoltageCellMax, 3.5396
00003CEB, VoltageCellMin, 2.9664
00003CEB, CurrentBusHV, 0.0
00003CEB, AMS_PackVoltage, 457.86
00003CEB, IVT_MsgID_RX, 0
00003CEB, IVT_MsgCount, 0
00003CEB, IVT_Result_state, 0
00003CEB, IVT_I, 0.004
00003CEB, IVT_MsgID_RX, 7
00003CEB, IVT_MsgCount, 11
00003CEB, IVT_Result_state, 0
00003CEB, IVT_Wh, 0
00003D16, VCU_wheelSpeed_RL, 0.0
00003D16, VCU_wheelSpeed_RR, 0.0
00003D16, RLSpeedKPH, 0.0
00003D16, RRSpeedKPH, 0.0
00003D16, FLSpeedKPH, 0.0
00003D16, FRSpeedKPH, 0.0
00003D16, BMU_checkFailed, BSPD_FAILED
00003D16, BMU_InterlockInitialized, 0
00003D16, VoltageCellMuxSelect, 30
00003D16, VoltageCell91, 3.193
00003D16, VoltageCell92, 3.1762
00003D16, VoltageCell93, 3.1815
00003D16, TCTorqueMax, 3.392
00003D16, TCLeftSlip, -0.999
00003D16, TCRightSlip, -0.999
00003D16, TCTorqueAdjustment, 0.0
00003D18, AdjustedVoltageCellMuxSelect, 30
00003D18, AdjustedVoltageCell91, 3.1934
00003D18, AdjustedVoltageCell92, 3.1761000000000004
00003D18, AdjustedVoltageCell93, 3.1814
00003D18, TempChannelMuxSelect, 30
00003D18, TempChannel91, 25.13000000000001
00003D18, TempChannel92, 24.61
00003D18, TempChannel93, 24.590000000000003
00003D18, IVT_MsgID_RX, 0
00003D18, IVT_MsgCount, 1
00003D18, IVT_Result_state, 0
00003D18, IVT_I, 0.0
00003D18, ThrottlePercent, 0
00003D18, BrakePercent, 10
00003D18, brakePressure, 10
00003D18, SteeringAngle, -58
00003D18, BrakeWhileThrottle, 0
00003D18, IVT_MsgID_RX, 1
00003D18, IVT_MsgCount, 6
00003D18, IVT_Result_state, 0
00003D18, IVT_U1, -0.037
00003D18, IVT_MsgID_RX, 2
00003D18, IVT_MsgCount, 6
00003D18, IVT_Result_state, 0
00003D18, IVT_U2, 0.031
00003D18, IVT_MsgID_RX, 3
00003D18, IVT_MsgCount, 6
00003D18, IVT_Result_state, 0
00003D18, IVT_U3, 0.049
00003D19, IVT_MsgID_RX, 7
00003D19, IVT_MsgCount, 12
00003D19, IVT_Result_state, 0
00003D19, IVT_Wh, 0
00003D19, IVT_MsgID_RX, 0
00003D19, IVT_MsgCount, 2
00003D19, IVT_Result_state, 0
00003D19, IVT_I, 0.002
00003D19, VCU_wheelSpeed_RL, 0.0
00003D19, VCU_wheelSpeed_RR, 0.0
00003D19, RLSpeedKPH, 0.0
00003D19, RRSpeedKPH, 0.0
00003D19, FLSpeedKPH, 0.0
00003D19, FRSpeedKPH, 0.0
00003D19, TCTorqueMax, 3.392
00003D19, TCLeftSlip, -0.999
00003D19, TCRightSlip, -0.999
00003D19, TCTorqueAdjustment, 0.0
00003D19, IMD_R_iso_corrected, 10527
00003D19, IMD_R_iso_status, 253
00003D19, IMD_R_Measurement_Counter, 15
00003D19, IMD_Faults, 0
00003D19, IMD_Device_activity, 1
00003D48, StateBatteryChargeHV, 16.7
00003D48, StateBatteryHealthHV, 0.0
00003D48, StateBatteryPowerHV, 95.60000000000001
00003D48, TempCellMax, 25.25
00003D48, TempCellMin, 23.5
00003D48, StateBMS, Wait_System_Up
00003D48, HighestTempThermistor, 90
00003D48, IVT_MsgID_RX, 0
00003D48, IVT_MsgCount, 3
00003D48, IVT_Result_state, 0
00003D48, IVT_I, 0.0
00003D48, VoltageCellMuxSelect, 31
00003D48, VoltageCell94, 3.1816
00003D48, VoltageCell95, 3.1822000000000004
00003D48, VoltageCell96, 3.1704000000000003
00003D48, IVT_MsgID_RX, 7
00003D48, IVT_MsgCount, 13
00003D48, IVT_Result_state, 0
00003D48, IVT_Wh, 0
00003D48, AdjustedVoltageCellMuxSelect, 31
00003D48, AdjustedVoltageCell94, 3.1815
00003D48, AdjustedVoltageCell95, 3.1822000000000004
00003D48, AdjustedVoltageCell96, 3.1704000000000003
00003D48, TempChannelMuxSelect, 31
00003D48, TempChannel94, 24.310000000000002
00003D48, TempChannel95, 24.689999999999998
00003D48, TempChannel96, 24.67
00003D48, ChannelCurrentRadiator, 0.214
00003D48, ChannelCurrentAccFan, 0.201
00003D48, ChannelCurrentPump1, 0.0
00003D48, ChannelCurrentPump2, 0.214
00003D48, ChannelCurrentAUX1, 0.0
00003D48, ChannelCurrentAUX2, 0.201
00003D48, ChannelCurrentAUX3, 0.0
00003D48, ChannelCurrentAUX4, 0.214
00003D49, ChannelCurrentBMU, 0.537
00003D49, ChannelCurrentCDU, 0.55
00003D49, ChannelCurrentTCU, 0.362
00003D49, ChannelCurrentWSB, 0.375
00003D49, ChannelCurrentBrakeLight, 0.0
00003D49, ChannelCurrentInverter, 0.0
00003D49, VCU_wheelSpeed_RL, 0.0
00003D49, VCU_wheelSpeed_RR, 0.0
00003D49, IVT_MsgID_RX, 0
00003D49, IVT_MsgCount, 4
00003D49, IVT_Result_state, 0
00003D49, IVT_I, 0.002
00003D49, RLSpeedKPH, 0.0
00003D49, RRSpeedKPH, 0.0
00003D49, FLSpeedKPH, 0.0
00003D49, FRSpeedKPH, 0.0
00003D49, TCTorqueMax, 3.392
00003D49, TCLeftSlip, -0.999
00003D49, TCRightSlip, -0.999
00003D49, TCTorqueAdjustment, 0.0
00003D49, ThrottlePercent, 0
00003D49, BrakePercent, 10
00003D49, brakePressure, 10
00003D49, SteeringAngle, -58
00003D49, BrakeWhileThrottle, 0
00003D4B, IVT_MsgID_RX, 1
00003D4B, IVT_MsgCount, 7
00003D4B, IVT_Result_state, 0
00003D4B, IVT_U1, -0.029
00003D4B, IVT_MsgID_RX, 2
00003D4B, IVT_MsgCount, 7
00003D4B, IVT_Result_state, 0
00003D4B, IVT_U2, 0.01
00003D4B, IVT_MsgID_RX, 3
00003D4B, IVT_MsgCount, 7
00003D4B, IVT_Result_state, 0
00003D4B, IVT_U3, -0.033
00003D4B, IVT_MsgID_RX, 7
00003D4B, IVT_MsgCount, 14
00003D4B, IVT_Result_state, 0
00003D4B, IVT_Wh, 0
00003D4B, VoltageBusHV, 0.0
00003D4B, VoltageCellMax, 3.5395000000000003
