00000135, BMU_checkFailed, BSPD_FAILED
00001F0E, IVT_I, 0.0
00001F0E, VCU_wheelSpeed_RL, 0.0
00001F0E, VCU_wheelSpeed_RR, 0.0
00001F0E, RLSpeedKPH, 0.0
00001F0E, RRSpeedKPH, 0.0
00001F0E, FLSpeedKPH, 0.0
00001F0E, FRSpeedKPH, 0.0
00001F0E, TCTorqueMax, 3.392
00001F0E, TCLeftSlip, -0.999
00001F0E, TCRightSlip, -0.999
00001F0E, TCTorqueAdjustment, 0.0
00001F0E, VoltageBusHV, 0.01
00001F0E, VoltageCellMax, 3.5396
00001F0E, VoltageCellMin, 2.9665000000000004
00001F0E, CurrentBusHV, 0.0
00001F3D, AMS_PackVoltage, 457.87
00001F3D, IVT_MsgID_RX, 1
00001F3D, IVT_MsgCount, 4
00001F3D, IVT_Result_state, 0
00001F3D, IVT_U1, -0.029
00001F3D, IVT_MsgID_RX, 2
00001F3D, IVT_MsgCount, 4
00001F3D, IVT_Result_state, 0
00001F3D, IVT_U2, 0.047
00001F3D, IVT_MsgID_RX, 3
00001F3D, IVT_MsgCount, 4
00001F3D, IVT_Result_state, 0
00001F3D, IVT_U3, 0.01
00001F3D, IVT_MsgID_RX, 7
00001F3D, IVT_MsgCount, 8
00001F3D, IVT_Result_state, 0
00001F3D, IVT_Wh, 0
00001F3D, IVT_MsgID_RX, 0
00001F3D, IVT_MsgCount, 12
00001F3D, IVT_Result_state, 0
00001F3D, IVT_I, 0.002
00001F3D, VoltageCellMuxSelect, 18
00001F3D, VoltageCell55, 3.3272000000000004
00001F3D, VoltageCell56, 3.3294
00001F3D, VoltageCell57, 3.3041
00001F3D, PDU_Heartbeat_dummydata, 0
00001F3F, AdjustedVoltageCellMuxSelect, 18
00001F3F, AdjustedVoltageCell55, 3.3272000000000004
00001F3F, AdjustedVoltageCell56, 3.3294
00001F3F, AdjustedVoltageCell57, 3.3040000000000003
00001F3F, CarStateIsLV, -1
00001F3F, CarStateIsEM, 0
00001F3F, CarStateIsHV, 0
00001F3F, TempChannelMuxSelect, 18
00001F3F, TempChannel55, 24.549999999999997
00001F3F, TempChannel56, 24.549999999999997
00001F3F, TempChannel57, 24.549999999999997
00001F3F, ChannelCurrentRadiator, 0.228
00001F3F, ChannelCurrentAccFan, 0.201
00001F3F, ChannelCurrentPump1, 0.0
00001F3F, ChannelCurrentPump2, 0.187
00001F40, ChannelCurrentAUX1, 0.0
00001F40, ChannelCurrentAUX2, 0.214
00001F40, ChannelCurrentAUX3, 0.0
00001F40, ChannelCurrentAUX4, 0.214
00001F40, ChannelCurrentBMU, 0.51
00001F40, ChannelCurrentCDU, 0.46900000000000003
00001F40, ChannelCurrentTCU, 0.34900000000000003
00001F40, ChannelCurrentWSB, 0.41600000000000004
00001F40, ChannelCurrentBrakeLight, 0.0
00001F40, ChannelCurrentInverter, 0.0
00001F40, VCU_wheelSpeed_RL, 0.0
00001F40, VCU_wheelSpeed_RR, 0.0
00001F40, IVT_MsgID_RX, 0
00001F40, IVT_MsgCount, 13
00001F40, IVT_Result_state, 0
00001F40, IVT_I, 0.001
00001F40, RLSpeedKPH, 0.0
00001F40, RRSpeedKPH, 0.0
00001F40, FLSpeedKPH, 0.0
00001F40, FRSpeedKPH, 0.0
00001F40, TCTorqueMax, 3.392
00001F40, TCLeftSlip, -0.999
00001F40, TCRightSlip, -0.999
00001F40, TCTorqueAdjustment, 0.0
00001F40, ThrottlePercent, 0
00001F40, BrakePercent, 10
00001F40, brakePressure, 10
00001F40, SteeringAngle, -58
00001F40, BrakeWhileThrottle, 0
00001F40, IVT_MsgID_RX, 7
00001F40, IVT_MsgCount, 9
00001F40, IVT_Result_state, 0
00001F40, IVT_Wh, 0
00001F41, IMD_R_iso_corrected, 9899
00001F41, IMD_R_iso_status, 253
00001F41, IMD_R_Measurement_Counter, 13
00001F41, IMD_Faults, 0
00001F41, IMD_Device_activity, 1
00001F46, IVT_MsgID_RX, 0
00001F46, IVT_MsgCount, 14
00001F46, IVT_Result_state, 0
00001F46, IVT_I, 0.003
00001F6F, BMU_Heartbeat_dummydata, 0
00001F6F, VCU_wheelSpeed_RL, 0.0
00001F6F, VCU_wheelSpeed_RR, 0.0
00001F6F, IVT_MsgID_RX, 1
00001F6F, IVT_MsgCount, 5
00001F6F, IVT_Result_state, 0
00001F6F, IVT_U1, -0.016
00001F6F, BMU_checkFailed, BSPD_FAILED
00001F6F, BMU_InterlockInitialized, 0
00001F6F, FanPeriod, 61
00001F6F, BrakePressureBMU, 452.0
00001F6F, IVT_MsgID_RX, 2
00001F6F, IVT_MsgCount, 5
00001F6F, IVT_Result_state, 0
00001F6F, IVT_U2, 0.0
00001F6F, IVT_MsgID_RX, 3
00001F6F, IVT_MsgCount, 5
00001F6F, IVT_Result_state, 0
00001F6F, IVT_U3, 0.039
00001F6F, IVT_MsgID_RX, 7
00001F6F, IVT_MsgCount, 10
00001F6F, IVT_Result_state, 0
00001F6F, IVT_Wh, 0
00001F70, RLSpeedKPH, 0.0
00001F70, RRSpeedKPH, 0.0
00001F70, FLSpeedKPH, 0.0
00001F70, FRSpeedKPH, 0.0
00001F70, AdjustedVoltageCellMuxSelect, 19
00001F70, AdjustedVoltageCell58, 3.5349000000000004
00001F70, AdjustedVoltageCell59, 3.499
00001F70, AdjustedVoltageCell60, 3.5055
00001F70, TCTorqueMax, 3.392
00001F70, TCLeftSlip, -0.999
00001F70, TCRightSlip, -0.999
00001F70, TCTorqueAdjustment, 0.0
00001F70, IVT_MsgID_RX, 0
00001F70, IVT_MsgCount, 15
00001F70, IVT_Result_state, 0
00001F70, IVT_I, 0.002
00001F70, TempChannelMuxSelect, 19
00001F70, TempChannel58, 24.549999999999997
00001F70, TempChannel59, 24.549999999999997
00001F70, TempChannel60, 24.549999999999997
00001F72, VCU_Heartbeat_dummydata, 0
00001F72, ThrottlePercent, 0
00001F72, BrakePercent, 9
00001F72, brakePressure, 10
00001F72, SteeringAngle, -58
00001F72, BrakeWhileThrottle, 0
00001F72, IVT_MsgID_RX, 0
00001F72, IVT_MsgCount, 0
00001F72, IVT_Result_state, 0
00001F72, IVT_I, 0.003
00001F72, IVT_MsgID_RX, 7
00001F72, IVT_MsgCount, 11
00001F72, IVT_Result_state, 0
00001F72, IVT_Wh, 0
00001F72, VCU_wheelSpeed_RL, 0.0
00001F72, VCU_wheelSpeed_RR, 0.0
00001F72, StateBatteryChargeHV, 16.7
00001F72, StateBatteryHealthHV, 0.0
00001F72, StateBatteryPowerHV, 96.2
00001F72, TempCellMax, 25.25
00001F72, TempCellMin, 23.5
00001F72, StateBMS, Wait_System_Up
00001F72, HighestTempThermistor, 90
00001F73, RLSpeedKPH, 0.0
00001F73, RRSpeedKPH, 0.0
00001F73, FLSpeedKPH, 0.0
00001F73, FRSpeedKPH, 0.0
00001FA1, TCTorqueMax, 3.392
00001FA1, TCLeftSlip, -0.999
00001FA1, TCRightSlip, -0.999
00001FA1, TCTorqueAdjustment, 0.0
00001FA1, VoltageBusHV, 0.0
00001FA1, VoltageCellMax, 3.5396
00001FA1, VoltageCellMin, 2.9665000000000004
00001FA1, CurrentBusHV, 0.0
00001FA1, AMS_PackVoltage, 457.87
00001FA1, IVT_MsgID_RX, 0
00001FA1, IVT_MsgCount, 1
00001FA1, IVT_Result_state, 0
00001FA1, IVT_I, 0.004
00001FA1, VoltageCellMuxSelect, 20
00001FA1, VoltageCell61, 3.1910000000000003
00001FA1, VoltageCell62, 3.1782000000000004
00001FA1, VoltageCell63, 3.1813000000000002
00001FA1, VoltageBusLV, 12.127
00001FA1, CurrentBusLV, 0.0
00001FA1, PowerBusLV, 0
00001FA1, AdjustedVoltageCellMuxSelect, 20
00001FA1, AdjustedVoltageCell61, 3.1911
00001FA1, AdjustedVoltageCell62, 3.1782000000000004
00001FA1, AdjustedVoltageCell63, 3.1813000000000002
00001FA3, TempChannelMuxSelect, 20
00001FA3, TempChannel61, 24.549999999999997
00001FA3, TempChannel62, 24.560000000000002
00001FA3, TempChannel63, 24.560000000000002
00001FA3, IVT_MsgID_RX, 1
00001FA3, IVT_MsgCount, 6
00001FA3, IVT_Result_state, 0
00001FA3, IVT_U1, -0.062
00001FA3, IVT_MsgID_RX, 2
00001FA3, IVT_MsgCount, 6
00001FA3, IVT_Result_state, 0
00001FA3, IVT_U2, 0.006
00001FA3, IVT_MsgID_RX, 3
00001FA3, IVT_MsgCount, 6
00001FA3, IVT_Result_state, 0
00001FA3, IVT_U3, 0.049
00001FA3, IVT_MsgID_RX, 7
00001FA3, IVT_MsgCount, 12
00001FA3, IVT_Result_state, 0
00001FA3, IVT_Wh, 0
00001FA3, ChannelCurrentRadiator, 0.12
00001FA3, ChannelCurrentAccFan, 0.228
00001FA3, ChannelCurrentPump1, 0.0
00001FA3, ChannelCurrentPump2, 0.187
00001FA4, ChannelCurrentAUX1, 0.0
00001FA4, ChannelCurrentAUX2, 0.201
00001FA4, ChannelCurrentAUX3, 0.0
00001FA4, ChannelCurrentAUX4, 0.214
00001FA4, ChannelCurrentBMU, 0.537
00001FA4, ChannelCurrentCDU, 0.46900000000000003
00001FA4, ChannelCurrentTCU, 0.375
00001FA4, ChannelCurrentWSB, 0.456
00001FA4, ChannelCurrentBrakeLight, 0.0
00001FA4, ChannelCurrentInverter, 0.0
00001FA4, IVT_MsgID_RX, 0
00001FA4, IVT_MsgCount, 2
00001FA4, IVT_Result_state, 0
00001FA4, IVT_I, -0.001
00001FA4, ThrottlePercent, 0
00001FA4, BrakePercent, 10
00001FA4, brakePressure, 10
00001FA4, SteeringAngle, -58
00001FA4, BrakeWhileThrottle, 0
00001FA4, VCU_wheelSpeed_RL, 0.0
00001FA4, VCU_wheelSpeed_RR, 0.0
00001FA4, RLSpeedKPH, 0.0
00001FA4, RRSpeedKPH, 0.0
00001FA4, FLSpeedKPH, 0.0
00001FA4, FRSpeedKPH, 0.0
00001FA4, TCTorqueMax, 3.392
00001FA4, TCLeftSlip, -0.999
00001FA4, TCRightSlip, -0.999
00001FA4, TCTorqueAdjustment, 0.0
00001FA6, IVT_MsgID_RX, 0
00001FA6, IVT_MsgCount, 3
00001FA6, IVT_Result_state, 0
00001FA6, IVT_I, -0.002
00001FA6, IMD_R_iso_corrected, 9899
00001FA6, IMD_R_iso_status, 253
00001FA6, IMD_R_Measurement_Counter, 13
00001FA6, IMD_Faults, 0
00001FA6, IMD_Device_activity, 1
00001FD3, IVT_MsgID_RX, 7
00001FD3, IVT_MsgCount, 13
00001FD3, IVT_Result_state, 0
00001FD3, IVT_Wh, 0
00001FD3, BMU_checkFailed, BSPD_FAILED
00001FD3, BMU_InterlockInitialized, 0
00001FD3, VoltageCellMuxSelect, 21
00001FD3, VoltageCell64, 3.1727000000000003
00001FD3, VoltageCell65, 3.1738
00001FD3, VoltageCell66, 3.1723000000000003
00001FD3, AdjustedVoltageCellMuxSelect, 21
00001FD3, AdjustedVoltageCell64, 3.1726
00001FD3, AdjustedVoltageCell65, 3.1738
00001FD3, AdjustedVoltageCell66, 3.1723000000000003
00001FD3, TempChannelMuxSelect, 21
00001FD3, TempChannel64, 24.560000000000002
00001FD3, TempChannel65, 24.560000000000002
00001FD3, TempChannel66, 24.560000000000002
00001FD3, IVT_MsgID_RX, 0
00001FD3, IVT_MsgCount, 4
00001FD3, IVT_Result_state, 0
00001FD3, IVT_I, 0.0
00001FD3, VCU_wheelSpeed_RL, 0.0
00001FD3, VCU_wheelSpeed_RR, 0.0
00001FD3, RLSpeedKPH, 0.0
00001FD3, RRSpeedKPH, 0.0
00001FD3, FLSpeedKPH, 0.0
00001FD3, FRSpeedKPH, 0.0
00001FD4, TCTorqueMax, 3.392
00001FD4, TCLeftSlip, -0.999
00001FD4, TCRightSlip, -0.999
00001FD4, TCTorqueAdjustment, 0.0
00001FD4, IVT_MsgID_RX, 1
00001FD4, IVT_MsgCount, 7
00001FD4, IVT_Result_state, 0
00001FD4, IVT_U1, 0.024
00001FD4, IVT_MsgID_RX, 2
00001FD4, IVT_MsgCount, 7
00001FD4, IVT_Result_state, 0
00001FD4, IVT_U2, 0.056
00001FD4, IVT_MsgID_RX, 3
00001FD4, IVT_MsgCount, 7
00001FD4, IVT_Result_state, 0
00001FD4, IVT_U3, 0.031
00001FD6, IVT_MsgID_RX, 7
00001FD6, IVT_MsgCount, 14
00001FD6, IVT_Result_state, 0
00001FD6, IVT_Wh, 0
00001FD6, ThrottlePercent, 0
00001FD6, BrakePercent, 10
00001FD6, brakePressure, 10
00001FD6, SteeringAngle, -58
00001FD6, BrakeWhileThrottle, 0
00001FD6, IVT_MsgID_RX, 0
00001FD6, IVT_MsgCount, 5
00001FD6, IVT_Result_state, 0
00001FD6, IVT_I, 0.0
00002005, VCU_wheelSpeed_RL, 0.0
00002005, VCU_wheelSpeed_RR, 0.0
00002005, RLSpeedKPH, 0.0
00002005, RRSpeedKPH, 0.0
00002005, FLSpeedKPH, 0.0
00002005, FRSpeedKPH, 0.0
00002005, IVT_MsgID_RX, 0
00002005, IVT_MsgCount, 6
00002005, IVT_Result_state, 0
00002005, IVT_I, 0.0
00002005, VoltageBusHV, 0.02
00002005, VoltageCellMax, 3.5396
00002005, VoltageCellMin, 2.9665000000000004
00002005, CurrentBusHV, 0.0
00002005, TCTorqueMax, 3.392
00002005, TCLeftSlip, -0.999
00002005, TCRightSlip, -0.999
00002005, TCTorqueAdjustment, 0.0
00002005, AMS_PackVoltage, 457.87
00002005, IVT_MsgID_RX, 7
00002005, IVT_MsgCount, 15
00002005, IVT_Result_state, 0
00002005, IVT_Wh, 0
00002005, StateBatteryChargeHV, 16.7
00002005, StateBatteryHealthHV, 0.0
00002005, StateBatteryPowerHV, 96.2
00002005, TempCellMax, 25.25
00002005, TempCellMin, 23.5
00002005, StateBMS, Wait_System_Up
00002005, HighestTempThermistor, 90
00002006, VoltageCellMuxSelect, 22
00002006, VoltageCell67, 3.1986000000000003
00002006, VoltageCell68, 3.427
00002006, VoltageCell69, 3.418
00002006, AdjustedVoltageCellMuxSelect, 22
00002006, AdjustedVoltageCell67, 3.1983
00002006, AdjustedVoltageCell68, 3.4272
00002006, AdjustedVoltageCell69, 3.4179000000000004
00002006, TempChannelMuxSelect, 22
00002006, TempChannel67, 24.549999999999997
00002006, TempChannel68, 24.549999999999997
00002006, TempChannel69, 24.700000000000003
00002006, IVT_MsgID_RX, 0
00002006, IVT_MsgCount, 7
00002006, IVT_Result_state, 0
00002006, IVT_I, 0.004
00002007, ChannelCurrentRadiator, 0.214
00002007, ChannelCurrentAccFan, 0.214
00002007, ChannelCurrentPump1, 0.0
00002007, ChannelCurrentPump2, 0.214
00002008, ChannelCurrentAUX1, 0.0
00002008, ChannelCurrentAUX2, 0.214
00002008, ChannelCurrentAUX3, 0.0
00002008, ChannelCurrentAUX4, 0.241
00002008, ChannelCurrentBMU, 0.537
00002008, ChannelCurrentCDU, 0.5630000000000001
00002008, ChannelCurrentTCU, 0.362
00002008, ChannelCurrentWSB, 0.402
00002008, ChannelCurrentBrakeLight, 0.0
00002008, ChannelCurrentInverter, 0.0
00002008, ThrottlePercent, 0
00002008, BrakePercent, 9
00002008, brakePressure, 10
00002008, SteeringAngle, -58
00002008, BrakeWhileThrottle, 0
00002008, VCU_wheelSpeed_RL, 0.0
00002008, VCU_wheelSpeed_RR, 0.0
00002008, RLSpeedKPH, 0.0
00002008, RRSpeedKPH, 0.0
00002008, FLSpeedKPH, 0.0
00002008, FRSpeedKPH, 0.0
00002008, IVT_MsgID_RX, 1
00002008, IVT_MsgCount, 8
00002008, IVT_Result_state, 0
00002008, IVT_U1, -0.029
00002008, IVT_MsgID_RX, 2
00002008, IVT_MsgCount, 8
00002008, IVT_Result_state, 0
00002008, IVT_U2, -0.031
00002009, IVT_MsgID_RX, 3
00002009, IVT_MsgCount, 8
00002009, IVT_Result_state, 0
00002009, IVT_U3, 0.031
00002009, IVT_MsgID_RX, 7
00002009, IVT_MsgCount, 0
00002009, IVT_Result_state, 0
00002009, IVT_Wh, 0
00002009, TCTorqueMax, 3.392
00002009, TCLeftSlip, -0.999
00002009, TCRightSlip, -0.999
00002009, TCTorqueAdjustment, 0.0
00002009, IVT_MsgID_RX, 0
00002009, IVT_MsgCount, 8
00002009, IVT_Result_state, 0
00002009, IVT_I, 0.001
00002009, IMD_R_iso_corrected, 9899
00002009, IMD_R_iso_status, 253
00002009, IMD_R_Measurement_Counter, 13
00002009, IMD_Faults, 0
00002009, IMD_Device_activity, 1
00002037, BMU_checkFailed, BSPD_FAILED
00002037, BMU_InterlockInitialized, 0
00002037, VoltageCellMuxSelect, 23
00002037, VoltageCell70, 3.4175
00002037, VoltageCell71, 3.1939
00002037, VoltageCell72, 3.1727000000000003
00002037, AdjustedVoltageCellMuxSelect, 23
00002037, AdjustedVoltageCell70, 3.4175
00002037, AdjustedVoltageCell71, 3.1937
00002037, AdjustedVoltageCell72, 3.1727000000000003
00002037, IVT_MsgID_RX, 0
00002037, IVT_MsgCount, 9
00002037, IVT_Result_state, 0
00002037, IVT_I, 0.003
00002037, TempChannelMuxSelect, 23
00002037, TempChannel70, 24.710000000000008
00002037, TempChannel71, 25.0
00002037, TempChannel72, 24.180000000000007
00002037, IVT_MsgID_RX, 7
00002037, IVT_MsgCount, 1
00002037, IVT_Result_state, 0
00002037, IVT_Wh, 0
00002037, VCU_wheelSpeed_RL, 0.0
00002037, VCU_wheelSpeed_RR, 0.0
00002038, RLSpeedKPH, 0.0
00002038, RRSpeedKPH, 0.0
00002038, FLSpeedKPH, 0.0
00002038, FRSpeedKPH, 0.0
00002038, TCTorqueMax, 3.392
00002038, TCLeftSlip, -0.999
00002038, TCRightSlip, -0.999
00002038, TCTorqueAdjustment, 0.0
00002038, ThrottlePercent, 0
00002038, BrakePercent, 10
00002038, brakePressure, 10
00002038, SteeringAngle, -58
00002038, BrakeWhileThrottle, 0
00002038, IVT_MsgID_RX, 0
00002038, IVT_MsgCount, 10
00002038, IVT_Result_state, 0
00002038, IVT_I, 0.006
00002038, IVT_MsgID_RX, 1
00002038, IVT_MsgCount, 9
00002038, IVT_Result_state, 0
00002038, IVT_U1, -0.02
00002038, IVT_MsgID_RX, 2
00002038, IVT_MsgCount, 9
00002038, IVT_Result_state, 0
00002038, IVT_U2, 0.01
00002038, IVT_MsgID_RX, 3
00002038, IVT_MsgCount, 9
00002038, IVT_Result_state, 0
00002038, IVT_U3, 0.043000000000000003
0000203A, IVT_MsgID_RX, 7
0000203A, IVT_MsgCount, 2
0000203A, IVT_Result_state, 0
0000203A, IVT_Wh, 0
00002069, IVT_MsgID_RX, 0
00002069, IVT_MsgCount, 11
00002069, IVT_Result_state, 0
00002069, IVT_I, 0.006
00002069, VCU_wheelSpeed_RL, 0.0
00002069, VCU_wheelSpeed_RR, 0.0
00002069, VoltageBusHV, 0.0
00002069, VoltageCellMax, 3.5396
00002069, VoltageCellMin, 2.9665000000000004
00002069, CurrentBusHV, 0.0
00002069, RLSpeedKPH, 0.0
00002069, RRSpeedKPH, 0.0
00002069, FLSpeedKPH, 0.0
00002069, FRSpeedKPH, 0.0
00002069, AMS_PackVoltage, 457.87
00002069, VoltageCellMuxSelect, 24
00002069, VoltageCell73, 3.1792000000000002
00002069, VoltageCell74, 3.177
00002069, VoltageCell75, 3.1815
00002069, TCTorqueMax, 3.392
00002069, TCLeftSlip, -0.999
00002069, TCRightSlip, -0.999
00002069, TCTorqueAdjustment, 0.0
00002069, AdjustedVoltageCellMuxSelect, 24
00002069, AdjustedVoltageCell73, 3.1791
00002069, AdjustedVoltageCell74, 3.177
00002069, AdjustedVoltageCell75, 3.1815
0000206A, IVT_MsgID_RX, 0
0000206A, IVT_MsgCount, 12
0000206A, IVT_Result_state, 0
0000206A, IVT_I, 0.004
0000206A, ChannelCurrentRadiator, 0.214
0000206A, ChannelCurrentAccFan, 0.228
0000206A, ChannelCurrentPump1, 0.0
0000206A, ChannelCurrentPump2, 0.228
0000206A, ChannelCurrentAUX1, 0.0
0000206A, ChannelCurrentAUX2, 0.17400000000000002
0000206A, ChannelCurrentAUX3, 0.0
0000206A, ChannelCurrentAUX4, 0.214
0000206A, ChannelCurrentBMU, 0.523
0000206A, ChannelCurrentCDU, 0.443
0000206A, ChannelCurrentTCU, 0.375
0000206A, ChannelCurrentWSB, 0.402
0000206A, ChannelCurrentBrakeLight, 0.0
0000206A, ChannelCurrentInverter, 0.0
0000206C, IVT_MsgID_RX, 7
0000206C, IVT_MsgCount, 3
0000206C, IVT_Result_state, 0
0000206C, IVT_Wh, 0
0000206C, ThrottlePercent, 0
0000206C, BrakePercent, 9
0000206C, brakePressure, 10
0000206C, SteeringAngle, -58
0000206C, BrakeWhileThrottle, 0
0000206C, StateBatteryChargeHV, 16.7
0000206C, StateBatteryHealthHV, 0.0
0000206C, StateBatteryPowerHV, 96.2
0000206C, TempCellMax, 25.25
0000206C, TempCellMin, 23.5
0000206C, StateBMS, Wait_System_Up
0000206C, HighestTempThermistor, 90
0000206C, TempChannelMuxSelect, 24
0000206C, TempChannel73, 24.299999999999997
0000206C, TempChannel74, 24.370000000000005
0000206C, TempChannel75, 24.290000000000006
0000206C, VCU_wheelSpeed_RL, 0.0
0000206C, VCU_wheelSpeed_RR, 0.0
0000206C, IVT_MsgID_RX, 0
0000206C, IVT_MsgCount, 13
0000206C, IVT_Result_state, 0
0000206C, IVT_I, 0.005
0000206C, RLSpeedKPH, 0.0
0000206C, RRSpeedKPH, 0.0
0000206C, FLSpeedKPH, 0.0
0000206C, FRSpeedKPH, 0.0
0000206C, IMD_R_iso_corrected, 9899
0000206C, IMD_R_iso_status, 253
0000206C, IMD_R_Measurement_Counter, 13
0000206C, IMD_Faults, 0
0000206C, IMD_Device_activity, 1
0000206D, TCTorqueMax, 3.392
0000206D, TCLeftSlip, -0.999
0000206D, TCRightSlip, -0.999
0000206D, TCTorqueAdjustment, 0.0
0000209B, IVT_MsgID_RX, 1
0000209B, IVT_MsgCount, 10
0000209B, IVT_Result_state, 0
0000209B, IVT_U1, -0.004
0000209B, IVT_MsgID_RX, 2
0000209B, IVT_MsgCount, 10
0000209B, IVT_Result_state, 0
0000209B, IVT_U2, -0.012
0000209B, IVT_MsgID_RX, 3
0000209B, IVT_MsgCount, 10
0000209B, IVT_Result_state, 0
0000209B, IVT_U3, 0.079
0000209B, IVT_MsgID_RX, 7
0000209B, IVT_MsgCount, 4
0000209B, IVT_Result_state, 0
0000209B, IVT_Wh, 0
0000209B, BMU_checkFailed, BSPD_FAILED
0000209B, BMU_InterlockInitialized, 0
0000209B, VoltageCellMuxSelect, 25
0000209B, VoltageCell76, 3.1612
0000209B, VoltageCell77, 3.1908000000000003
0000209B, VoltageCell78, 3.4229000000000003
0000209D, IVT_MsgID_RX, 0
0000209D, IVT_MsgCount, 14
0000209D, IVT_Result_state, 0
0000209D, IVT_I, 0.002
0000209D, AdjustedVoltageCellMuxSelect, 25
0000209D, AdjustedVoltageCell76, 3.1611000000000002
0000209D, AdjustedVoltageCell77, 3.1907
0000209D, AdjustedVoltageCell78, 3.4228
0000209D, TempChannelMuxSelect, 25
0000209D, TempChannel76, 24.74000000000001
0000209D, TempChannel77, 24.39
0000209D, TempChannel78, 24.760000000000005
0000209D, VCU_wheelSpeed_RL, 0.0
0000209D, VCU_wheelSpeed_RR, 0.0
0000209D, RLSpeedKPH, 0.0
0000209D, RRSpeedKPH, 0.0
0000209D, FLSpeedKPH, 0.0
0000209D, FRSpeedKPH, 0.0
0000209D, TCTorqueMax, 3.392
0000209D, TCLeftSlip, -0.999
0000209D, TCRightSlip, -0.999
0000209D, TCTorqueAdjustment, 0.0
0000209E, IVT_MsgID_RX, 0
0000209E, IVT_MsgCount, 15
0000209E, IVT_Result_state, 0
0000209E, IVT_I, 0.002
0000209E, ThrottlePercent, 0
0000209E, BrakePercent, 10
0000209E, brakePressure, 10
0000209E, SteeringAngle, -58
0000209E, BrakeWhileThrottle, 0
0000209E, IVT_MsgID_RX, 7
0000209E, IVT_MsgCount, 5
0000209E, IVT_Result_state, 0
0000209E, IVT_Wh, 0
000020CD, IVT_MsgID_RX, 0
000020CD, IVT_MsgCount, 0
000020CD, IVT_Result_state, 0
000020CD, IVT_I, 0.003
000020CD, VoltageBusHV, 0.0
000020CD, VoltageCellMax, 3.5396
000020CD, VoltageCellMin, 2.9665000000000004
000020CD, CurrentBusHV, 0.0
000020CD, VoltageCellMuxSelect, 26
000020CD, VoltageCell79, 3.4149000000000003
000020CD, VoltageCell80, 3.4203
000020CD, VoltageCell81, 3.1995
000020CD, VCU_wheelSpeed_RL, 0.0
000020CD, VCU_wheelSpeed_RR, 0.0
000020CD, AMS_PackVoltage, 457.87
000020CF, AdjustedVoltageCellMuxSelect, 26
000020CF, AdjustedVoltageCell79, 3.4148
000020CF, AdjustedVoltageCell80, 3.4202000000000004
000020CF, AdjustedVoltageCell81, 3.1991
000020CF, RLSpeedKPH, 0.0
000020CF, RRSpeedKPH, 0.0
000020CF, FLSpeedKPH, 0.0
000020CF, FRSpeedKPH, 0.0
000020CF, TCTorqueMax, 3.392
000020CF, TCLeftSlip, -0.999
000020CF, TCRightSlip, -0.999
000020CF, TCTorqueAdjustment, 0.0
000020CF, IVT_MsgID_RX, 1
000020CF, IVT_MsgCount, 11
000020CF, IVT_Result_state, 0
000020CF, IVT_U1, -0.018000000000000002
000020CF, TempChannelMuxSelect, 26
000020CF, TempChannel79, 24.590000000000003
000020CF, TempChannel80, 24.460000000000008
000020CF, TempChannel81, 24.320000000000007
000020CF, IVT_MsgID_RX, 2
000020CF, IVT_MsgCount, 11
000020CF, IVT_Result_state, 0
000020CF, IVT_U2, 0.014
000020CF, IVT_MsgID_RX, 3
000020CF, IVT_MsgCount, 11
000020CF, IVT_Result_state, 0
000020CF, IVT_U3, 0.01
000020CF, IVT_MsgID_RX, 7
000020CF, IVT_MsgCount, 6
000020CF, IVT_Result_state, 0
000020CF, IVT_Wh, 0
000020D0, IVT_MsgID_RX, 0
000020D0, IVT_MsgCount, 1
000020D0, IVT_Result_state, 0
000020D0, IVT_I, 0.0
000020D0, ChannelCurrentRadiator, 0.17400000000000002
000020D0, ChannelCurrentAccFan, 0.214
000020D0, ChannelCurrentPump1, 0.0
000020D0, ChannelCurrentPump2, 0.187
000020D0, ChannelCurrentAUX1, 0.0
000020D0, ChannelCurrentAUX2, 0.214
000020D0, ChannelCurrentAUX3, 0.0
000020D0, ChannelCurrentAUX4, 0.187
000020D0, ChannelCurrentBMU, 0.537
000020D0, ChannelCurrentCDU, 0.523
000020D0, ChannelCurrentTCU, 0.362
000020D0, ChannelCurrentWSB, 0.402
000020D0, ChannelCurrentBrakeLight, 0.0
000020D0, ChannelCurrentInverter, 0.0
000020D0, ThrottlePercent, 0
000020D0, BrakePercent, 9
000020D0, brakePressure, 10
000020D0, SteeringAngle, -58
000020D0, BrakeWhileThrottle, 0
000020D3, IVT_MsgID_RX, 0
000020D3, IVT_MsgCount, 2
000020D3, IVT_Result_state, 0
000020D3, IVT_I, 0.007
000020D3, IMD_R_iso_corrected, 9899
000020D3, IMD_R_iso_status, 253
000020D3, IMD_R_Measurement_Counter, 13
000020D3, IMD_Faults, 0
000020D3, IMD_Device_activity, 1
000020D3, IVT_MsgID_RX, 7
000020D3, IVT_MsgCount, 7
000020D3, IVT_Result_state, 0
000020D3, IVT_Wh, 0
000020D3, VCU_wheelSpeed_RL, 0.0
000020D3, VCU_wheelSpeed_RR, 0.0
000020D3, RLSpeedKPH, 0.0
000020D3, RRSpeedKPH, 0.0
000020D3, FLSpeedKPH, 0.0
000020D3, FRSpeedKPH, 0.0
000020FF, TCTorqueMax, 3.392
000020FF, TCLeftSlip, -0.999
000020FF, TCRightSlip, -0.999
